Time_step, Time, Epot, Ekin, Etot
1585, 15.850000, -0.099090, 0.317479, 0.218389
1586, 15.860000, -0.099130, 0.317513, 0.218383
1587, 15.870000, -0.099170, 0.317546, 0.218376
1588, 15.880000, -0.099209, 0.317579, 0.218370
1589, 15.890000, -0.099248, 0.317611, 0.218363
1590, 15.900000, -0.099287, 0.317643, 0.218357
1591, 15.910000, -0.099325, 0.317675, 0.218350
1592, 15.920000, -0.099362, 0.317706, 0.218344
1593, 15.930000, -0.099399, 0.317736, 0.218338
1594, 15.940000, -0.099435, 0.317767, 0.218331
1595, 15.950000, -0.099471, 0.317796, 0.218325
1596, 15.960000, -0.099507, 0.317826, 0.218319
1597, 15.970000, -0.099541, 0.317855, 0.218313
1598, 15.980000, -0.099576, 0.317883, 0.218307
1599, 15.990000, -0.099610, 0.317911, 0.218301
1600, 16.000000, -0.099643, 0.317939, 0.218295
1601, 16.010000, -0.099676, 0.317966, 0.218290
1602, 16.020000, -0.099709, 0.317992, 0.218284
1603, 16.030000, -0.099741, 0.318019, 0.218278
1604, 16.040000, -0.099772, 0.318044, 0.218272
1605, 16.050000, -0.099803, 0.318070, 0.218267
1606, 16.060000, -0.099833, 0.318095, 0.218261
1607, 16.070000, -0.099863, 0.318119, 0.218256
1608, 16.080000, -0.099893, 0.318143, 0.218250
1609, 16.090000, -0.099922, 0.318167, 0.218245
1610, 16.100000, -0.099950, 0.318190, 0.218240
1611, 16.110000, -0.099978, 0.318213, 0.218234
1612, 16.120000, -0.100006, 0.318235, 0.218229
1613, 16.130000, -0.100033, 0.318257, 0.218224
1614, 16.140000, -0.100059, 0.318278, 0.218219
1615, 16.150000, -0.100085, 0.318299, 0.218214
1616, 16.160000, -0.100111, 0.318320, 0.218209
1617, 16.170000, -0.100136, 0.318340, 0.218204
1618, 16.180000, -0.100160, 0.318359, 0.218199
1619, 16.190000, -0.100184, 0.318379, 0.218194
1620, 16.200000, -0.100208, 0.318397, 0.218190
1621, 16.210000, -0.100231, 0.318416, 0.218185
1622, 16.220000, -0.100253, 0.318434, 0.218180
1623, 16.230000, -0.100275, 0.318451, 0.218176
1624, 16.240000, -0.100297, 0.318468, 0.218171
1625, 16.250000, -0.100318, 0.318484, 0.218167
1626, 16.260000, -0.100338, 0.318501, 0.218162
1627, 16.270000, -0.100358, 0.318516, 0.218158
1628, 16.280000, -0.100378, 0.318531, 0.218154
1629, 16.290000, -0.100397, 0.318546, 0.218150
1630, 16.300000, -0.100415, 0.318560, 0.218145
1631, 16.310000, -0.100433, 0.318574, 0.218141
1632, 16.320000, -0.100450, 0.318588, 0.218137
1633, 16.330000, -0.100467, 0.318601, 0.218133
1634, 16.340000, -0.100484, 0.318613, 0.218129
1635, 16.350000, -0.100500, 0.318625, 0.218125
1636, 16.360000, -0.100515, 0.318637, 0.218121
1637, 16.370000, -0.100530, 0.318648, 0.218118
1638, 16.380000, -0.100545, 0.318659, 0.218114
1639, 16.390000, -0.100558, 0.318669, 0.218110
1640, 16.400000, -0.100572, 0.318679, 0.218107
1641, 16.410000, -0.100585, 0.318688, 0.218103
1642, 16.420000, -0.100597, 0.318697, 0.218100
1643, 16.430000, -0.100609, 0.318705, 0.218096
1644, 16.440000, -0.100621, 0.318713, 0.218093
1645, 16.450000, -0.100631, 0.318721, 0.218089
1646, 16.460000, -0.100642, 0.318728, 0.218086
1647, 16.470000, -0.100652, 0.318735, 0.218083
1648, 16.480000, -0.100661, 0.318741, 0.218080
1649, 16.490000, -0.100670, 0.318747, 0.218077
1650, 16.500000, -0.100678, 0.318752, 0.218074
1651, 16.510000, -0.100686, 0.318757, 0.218071
1652, 16.520000, -0.100693, 0.318761, 0.218068
1653, 16.530000, -0.100700, 0.318765, 0.218065
1654, 16.540000, -0.100707, 0.318769, 0.218062
1655, 16.550000, -0.100713, 0.318772, 0.218059
1656, 16.560000, -0.100718, 0.318774, 0.218057
1657, 16.570000, -0.100723, 0.318777, 0.218054
1658, 16.580000, -0.100727, 0.318778, 0.218051
1659, 16.590000, -0.100731, 0.318780, 0.218049
1660, 16.600000, -0.100734, 0.318780, 0.218046
1661, 16.610000, -0.100737, 0.318781, 0.218044
1662, 16.620000, -0.100739, 0.318781, 0.218042
1663, 16.630000, -0.100741, 0.318780, 0.218039
1664, 16.640000, -0.100742, 0.318779, 0.218037
1665, 16.650000, -0.100743, 0.318778, 0.218035
1666, 16.660000, -0.100743, 0.318776, 0.218033
1667, 16.670000, -0.100743, 0.318774, 0.218031
1668, 16.680000, -0.100742, 0.318771, 0.218029
1669, 16.690000, -0.100741, 0.318768, 0.218027
1670, 16.700000, -0.100739, 0.318764, 0.218025
1671, 16.710000, -0.100737, 0.318760, 0.218023
1672, 16.720000, -0.100734, 0.318755, 0.218021
1673, 16.730000, -0.100731, 0.318750, 0.218019
1674, 16.740000, -0.100727, 0.318745, 0.218018
1675, 16.750000, -0.100723, 0.318739, 0.218016
1676, 16.760000, -0.100718, 0.318733, 0.218014
1677, 16.770000, -0.100713, 0.318726, 0.218013
1678, 16.780000, -0.100707, 0.318718, 0.218011
1679, 16.790000, -0.100701, 0.318711, 0.218010
1680, 16.800000, -0.100694, 0.318703, 0.218009
1681, 16.810000, -0.100687, 0.318694, 0.218007
1682, 16.820000, -0.100679, 0.318685, 0.218006
1683, 16.830000, -0.100670, 0.318675, 0.218005
1684, 16.840000, -0.100662, 0.318665, 0.218004
1685, 16.850000, -0.100652, 0.318655, 0.218003
1686, 16.860000, -0.100642, 0.318644, 0.218002
1687, 16.870000, -0.100632, 0.318633, 0.218001
1688, 16.880000, -0.100621, 0.318621, 0.218000
1689, 16.890000, -0.100610, 0.318609, 0.217999
1690, 16.900000, -0.100598, 0.318596, 0.217998
1691, 16.910000, -0.100586, 0.318583, 0.217998
1692, 16.920000, -0.100573, 0.318570, 0.217997
1693, 16.930000, -0.100559, 0.318556, 0.217996
1694, 16.940000, -0.100546, 0.318541, 0.217996
1695, 16.950000, -0.100531, 0.318527, 0.217995
1696, 16.960000, -0.100516, 0.318511, 0.217995
1697, 16.970000, -0.100501, 0.318496, 0.217994
1698, 16.980000, -0.100485, 0.318479, 0.217994
1699, 16.990000, -0.100469, 0.318463, 0.217994
1700, 17.000000, -0.100452, 0.318446, 0.217994
1701, 17.010000, -0.100435, 0.318428, 0.217993
1702, 17.020000, -0.100417, 0.318410, 0.217993
1703, 17.030000, -0.100398, 0.318392, 0.217993
1704, 17.040000, -0.100380, 0.318373, 0.217993
1705, 17.050000, -0.100360, 0.318354, 0.217993
1706, 17.060000, -0.100340, 0.318334, 0.217993
1707, 17.070000, -0.100320, 0.318314, 0.217994
1708, 17.080000, -0.100299, 0.318293, 0.217994
1709, 17.090000, -0.100278, 0.318272, 0.217994
1710, 17.100000, -0.100256, 0.318250, 0.217994
1711, 17.110000, -0.100234, 0.318229, 0.217995
1712, 17.120000, -0.100211, 0.318206, 0.217995
1713, 17.130000, -0.100188, 0.318183, 0.217996
1714, 17.140000, -0.100164, 0.318160, 0.217996
1715, 17.150000, -0.100140, 0.318136, 0.217997
1716, 17.160000, -0.100115, 0.318112, 0.217997
1717, 17.170000, -0.100090, 0.318088, 0.217998
1718, 17.180000, -0.100064, 0.318063, 0.217999
1719, 17.190000, -0.100037, 0.318037, 0.218000
1720, 17.200000, -0.100011, 0.318011, 0.218001
1721, 17.210000, -0.099983, 0.317985, 0.218002
1722, 17.220000, -0.099956, 0.317958, 0.218003
1723, 17.230000, -0.099928, 0.317931, 0.218004
1724, 17.240000, -0.099899, 0.317903, 0.218005
1725, 17.250000, -0.099870, 0.317875, 0.218006
1726, 17.260000, -0.099840, 0.317847, 0.218007
1727, 17.270000, -0.099810, 0.317818, 0.218008
1728, 17.280000, -0.099779, 0.317789, 0.218010
1729, 17.290000, -0.099748, 0.317759, 0.218011
1730, 17.300000, -0.099716, 0.317729, 0.218012
1731, 17.310000, -0.099684, 0.317698, 0.218014
1732, 17.320000, -0.099652, 0.317667, 0.218015
1733, 17.330000, -0.099618, 0.317635, 0.218017
1734, 17.340000, -0.099585, 0.317603, 0.218019
1735, 17.350000, -0.099551, 0.317571, 0.218020
1736, 17.360000, -0.099516, 0.317538, 0.218022
1737, 17.370000, -0.099481, 0.317505, 0.218024
1738, 17.380000, -0.099446, 0.317471, 0.218026
1739, 17.390000, -0.099410, 0.317437, 0.218028
1740, 17.400000, -0.099373, 0.317403, 0.218029
1741, 17.410000, -0.099336, 0.317368, 0.218031
1742, 17.420000, -0.099299, 0.317332, 0.218034
1743, 17.430000, -0.099261, 0.317297, 0.218036
1744, 17.440000, -0.099223, 0.317260, 0.218038
1745, 17.450000, -0.099184, 0.317224, 0.218040
1746, 17.460000, -0.099144, 0.317187, 0.218042
1747, 17.470000, -0.099105, 0.317149, 0.218045
1748, 17.480000, -0.099064, 0.317111, 0.218047
1749, 17.490000, -0.099023, 0.317073, 0.218049
1750, 17.500000, -0.098982, 0.317034, 0.218052
1751, 17.510000, -0.098941, 0.316995, 0.218054
1752, 17.520000, -0.098898, 0.316955, 0.218057
1753, 17.530000, -0.098856, 0.316915, 0.218060
1754, 17.540000, -0.098813, 0.316875, 0.218062
1755, 17.550000, -0.098769, 0.316834, 0.218065
1756, 17.560000, -0.098725, 0.316793, 0.218068
1757, 17.570000, -0.098680, 0.316751, 0.218071
1758, 17.580000, -0.098635, 0.316709, 0.218074
1759, 17.590000, -0.098590, 0.316666, 0.218077
1760, 17.600000, -0.098544, 0.316624, 0.218080
1761, 17.610000, -0.098498, 0.316580, 0.218083
1762, 17.620000, -0.098451, 0.316536, 0.218086
1763, 17.630000, -0.098403, 0.316492, 0.218089
1764, 17.640000, -0.098356, 0.316448, 0.218092
1765, 17.650000, -0.098307, 0.316403, 0.218095
1766, 17.660000, -0.098259, 0.316357, 0.218099
1767, 17.670000, -0.098209, 0.316311, 0.218102
1768, 17.680000, -0.098160, 0.316265, 0.218105
1769, 17.690000, -0.098110, 0.316219, 0.218109
1770, 17.700000, -0.098059, 0.316172, 0.218112
1771, 17.710000, -0.098008, 0.316124, 0.218116
1772, 17.720000, -0.097957, 0.316076, 0.218120
1773, 17.730000, -0.097905, 0.316028, 0.218123
1774, 17.740000, -0.097852, 0.315979, 0.218127
1775, 17.750000, -0.097799, 0.315930, 0.218131
1776, 17.760000, -0.097746, 0.315881, 0.218135
1777, 17.770000, -0.097692, 0.315831, 0.218139
1778, 17.780000, -0.097638, 0.315781, 0.218142
1779, 17.790000, -0.097584, 0.315730, 0.218146
1780, 17.800000, -0.097528, 0.315679, 0.218150
1781, 17.810000, -0.097473, 0.315627, 0.218154
1782, 17.820000, -0.097417, 0.315576, 0.218159
1783, 17.830000, -0.097361, 0.315523, 0.218163
1784, 17.840000, -0.097304, 0.315471, 0.218167
1785, 17.850000, -0.097246, 0.315418, 0.218171
1786, 17.860000, -0.097189, 0.315364, 0.218176
1787, 17.870000, -0.097130, 0.315310, 0.218180
1788, 17.880000, -0.097072, 0.315256, 0.218184
1789, 17.890000, -0.097013, 0.315201, 0.218189
1790, 17.900000, -0.096953, 0.315146, 0.218193
1791, 17.910000, -0.096893, 0.315091, 0.218198
1792, 17.920000, -0.096833, 0.315035, 0.218203
1793, 17.930000, -0.096772, 0.314979, 0.218207
1794, 17.940000, -0.096710, 0.314922, 0.218212
1795, 17.950000, -0.096649, 0.314865, 0.218217
1796, 17.960000, -0.096587, 0.314808, 0.218222
1797, 17.970000, -0.096524, 0.314750, 0.218226
1798, 17.980000, -0.096461, 0.314692, 0.218231
1799, 17.990000, -0.096397, 0.314634, 0.218236
1800, 18.000000, -0.096334, 0.314575, 0.218241
1801, 18.010000, -0.096269, 0.314516, 0.218246
1802, 18.020000, -0.096205, 0.314456, 0.218251
1803, 18.030000, -0.096139, 0.314396, 0.218257
1804, 18.040000, -0.096074, 0.314335, 0.218262
1805, 18.050000, -0.096008, 0.314275, 0.218267
1806, 18.060000, -0.095941, 0.314214, 0.218272
1807, 18.070000, -0.095874, 0.314152, 0.218278
1808, 18.080000, -0.095807, 0.314090, 0.218283
1809, 18.090000, -0.095739, 0.314028, 0.218288
1810, 18.100000, -0.095671, 0.313965, 0.218294
1811, 18.110000, -0.095603, 0.313902, 0.218299
1812, 18.120000, -0.095534, 0.313839, 0.218305
1813, 18.130000, -0.095464, 0.313775, 0.218311
1814, 18.140000, -0.095394, 0.313711, 0.218316
1815, 18.150000, -0.095324, 0.313646, 0.218322
1816, 18.160000, -0.095254, 0.313581, 0.218328
1817, 18.170000, -0.095183, 0.313516, 0.218334
1818, 18.180000, -0.095111, 0.313451, 0.218339
1819, 18.190000, -0.095039, 0.313385, 0.218345
1820, 18.200000, -0.094967, 0.313318, 0.218351
1821, 18.210000, -0.094894, 0.313252, 0.218357
1822, 18.220000, -0.094821, 0.313185, 0.218363
1823, 18.230000, -0.094748, 0.313117, 0.218369
1824, 18.240000, -0.094674, 0.313049, 0.218375
1825, 18.250000, -0.094600, 0.312981, 0.218382
1826, 18.260000, -0.094525, 0.312913, 0.218388
1827, 18.270000, -0.094450, 0.312844, 0.218394
1828, 18.280000, -0.094374, 0.312775, 0.218400
1829, 18.290000, -0.094298, 0.312705, 0.218407
1830, 18.300000, -0.094222, 0.312635, 0.218413
1831, 18.310000, -0.094145, 0.312565, 0.218420
1832, 18.320000, -0.094068, 0.312494, 0.218426
1833, 18.330000, -0.093991, 0.312423, 0.218433
1834, 18.340000, -0.093913, 0.312352, 0.218439
1835, 18.350000, -0.093835, 0.312280, 0.218446
1836, 18.360000, -0.093756, 0.312208, 0.218453
1837, 18.370000, -0.093677, 0.312136, 0.218459
1838, 18.380000, -0.093598, 0.312063, 0.218466
1839, 18.390000, -0.093518, 0.311990, 0.218473
1840, 18.400000, -0.093438, 0.311917, 0.218480
1841, 18.410000, -0.093357, 0.311843, 0.218486
1842, 18.420000, -0.093276, 0.311769, 0.218493
1843, 18.430000, -0.093195, 0.311695, 0.218500
1844, 18.440000, -0.093113, 0.311620, 0.218507
1845, 18.450000, -0.093031, 0.311545, 0.218514
1846, 18.460000, -0.092948, 0.311470, 0.218522
1847, 18.470000, -0.092865, 0.311394, 0.218529
1848, 18.480000, -0.092782, 0.311318, 0.218536
1849, 18.490000, -0.092699, 0.311242, 0.218543
1850, 18.500000, -0.092615, 0.311165, 0.218550
1851, 18.510000, -0.092530, 0.311088, 0.218558
1852, 18.520000, -0.092446, 0.311011, 0.218565
1853, 18.530000, -0.092361, 0.310933, 0.218572
1854, 18.540000, -0.092275, 0.310855, 0.218580
1855, 18.550000, -0.092189, 0.310777, 0.218587
1856, 18.560000, -0.092103, 0.310698, 0.218595
1857, 18.570000, -0.092017, 0.310619, 0.218602
1858, 18.580000, -0.091930, 0.310540, 0.218610
1859, 18.590000, -0.091843, 0.310460, 0.218618
1860, 18.600000, -0.091755, 0.310380, 0.218625
1861, 18.610000, -0.091667, 0.310300, 0.218633
1862, 18.620000, -0.091579, 0.310219, 0.218641
1863, 18.630000, -0.091490, 0.310139, 0.218649
1864, 18.640000, -0.091401, 0.310057, 0.218656
1865, 18.650000, -0.091312, 0.309976, 0.218664
1866, 18.660000, -0.091222, 0.309894, 0.218672
1867, 18.670000, -0.091132, 0.309812, 0.218680
1868, 18.680000, -0.091041, 0.309730, 0.218688
1869, 18.690000, -0.090951, 0.309647, 0.218696
1870, 18.700000, -0.090859, 0.309564, 0.218704
1871, 18.710000, -0.090768, 0.309480, 0.218712
1872, 18.720000, -0.090676, 0.309397, 0.218721
1873, 18.730000, -0.090584, 0.309313, 0.218729
1874, 18.740000, -0.090492, 0.309229, 0.218737
1875, 18.750000, -0.090399, 0.309144, 0.218745
1876, 18.760000, -0.090306, 0.309059, 0.218754
1877, 18.770000, -0.090212, 0.308974, 0.218762
1878, 18.780000, -0.090118, 0.308889, 0.218770
1879, 18.790000, -0.090024, 0.308803, 0.218779
1880, 18.800000, -0.089930, 0.308717, 0.218787
1881, 18.810000, -0.089835, 0.308631, 0.218796
1882, 18.820000, -0.089740, 0.308544, 0.218804
1883, 18.830000, -0.089644, 0.308457, 0.218813
1884, 18.840000, -0.089549, 0.308370, 0.218822
1885, 18.850000, -0.089453, 0.308283, 0.218830
1886, 18.860000, -0.089356, 0.308195, 0.218839
1887, 18.870000, -0.089259, 0.308107, 0.218848
1888, 18.880000, -0.089162, 0.308019, 0.218856
1889, 18.890000, -0.089065, 0.307930, 0.218865
1890, 18.900000, -0.088967, 0.307841, 0.218874
1891, 18.910000, -0.088869, 0.307752, 0.218883
1892, 18.920000, -0.088771, 0.307663, 0.218892
1893, 18.930000, -0.088673, 0.307573, 0.218901
1894, 18.940000, -0.088574, 0.307483, 0.218910
1895, 18.950000, -0.088474, 0.307393, 0.218919
1896, 18.960000, -0.088375, 0.307303, 0.218928
1897, 18.970000, -0.088275, 0.307212, 0.218937
1898, 18.980000, -0.088175, 0.307121, 0.218946
1899, 18.990000, -0.088074, 0.307030, 0.218955
1900, 19.000000, -0.087974, 0.306938, 0.218964
1901, 19.010000, -0.087873, 0.306846, 0.218974
1902, 19.020000, -0.087771, 0.306754, 0.218983
1903, 19.030000, -0.087670, 0.306662, 0.218992
1904, 19.040000, -0.087568, 0.306569, 0.219002
1905, 19.050000, -0.087466, 0.306477, 0.219011
1906, 19.060000, -0.087363, 0.306384, 0.219020
1907, 19.070000, -0.087260, 0.306290, 0.219030
1908, 19.080000, -0.087157, 0.306197, 0.219039
1909, 19.090000, -0.087054, 0.306103, 0.219049
1910, 19.100000, -0.086950, 0.306009, 0.219058
1911, 19.110000, -0.086846, 0.305914, 0.219068
1912, 19.120000, -0.086742, 0.305820, 0.219078
1913, 19.130000, -0.086638, 0.305725, 0.219087
1914, 19.140000, -0.086533, 0.305630, 0.219097
1915, 19.150000, -0.086428, 0.305535, 0.219107
1916, 19.160000, -0.086323, 0.305439, 0.219116
1917, 19.170000, -0.086217, 0.305343, 0.219126
1918, 19.180000, -0.086111, 0.305247, 0.219136
1919, 19.190000, -0.086005, 0.305151, 0.219146
1920, 19.200000, -0.085899, 0.305055, 0.219156
1921, 19.210000, -0.085792, 0.304958, 0.219166
1922, 19.220000, -0.085685, 0.304861, 0.219176
1923, 19.230000, -0.085578, 0.304764, 0.219185
1924, 19.240000, -0.085471, 0.304666, 0.219195
1925, 19.250000, -0.085363, 0.304569, 0.219206
1926, 19.260000, -0.085255, 0.304471, 0.219216
1927, 19.270000, -0.085147, 0.304373, 0.219226
1928, 19.280000, -0.085039, 0.304274, 0.219236
1929, 19.290000, -0.084930, 0.304176, 0.219246
1930, 19.300000, -0.084821, 0.304077, 0.219256
1931, 19.310000, -0.084712, 0.303978, 0.219266
1932, 19.320000, -0.084602, 0.303879, 0.219277
1933, 19.330000, -0.084493, 0.303779, 0.219287
1934, 19.340000, -0.084383, 0.303680, 0.219297
1935, 19.350000, -0.084273, 0.303580, 0.219308
1936, 19.360000, -0.084162, 0.303480, 0.219318
1937, 19.370000, -0.084051, 0.303380, 0.219328
1938, 19.380000, -0.083941, 0.303279, 0.219339
1939, 19.390000, -0.083829, 0.303179, 0.219349
1940, 19.400000, -0.083718, 0.303078, 0.219360
1941, 19.410000, -0.083607, 0.302977, 0.219370
1942, 19.420000, -0.083495, 0.302875, 0.219381
1943, 19.430000, -0.083383, 0.302774, 0.219391
1944, 19.440000, -0.083270, 0.302672, 0.219402
1945, 19.450000, -0.083158, 0.302571, 0.219413
1946, 19.460000, -0.083045, 0.302468, 0.219423
1947, 19.470000, -0.082932, 0.302366, 0.219434
1948, 19.480000, -0.082819, 0.302264, 0.219445
1949, 19.490000, -0.082706, 0.302161, 0.219455
1950, 19.500000, -0.082592, 0.302058, 0.219466
1951, 19.510000, -0.082478, 0.301955, 0.219477
1952, 19.520000, -0.082364, 0.301852, 0.219488
1953, 19.530000, -0.082250, 0.301749, 0.219499
1954, 19.540000, -0.082136, 0.301645, 0.219509
1955, 19.550000, -0.082021, 0.301542, 0.219520
1956, 19.560000, -0.081906, 0.301438, 0.219531
1957, 19.570000, -0.081791, 0.301334, 0.219542
1958, 19.580000, -0.081676, 0.301229, 0.219553
1959, 19.590000, -0.081561, 0.301125, 0.219564
1960, 19.600000, -0.081445, 0.301020, 0.219575
1961, 19.610000, -0.081329, 0.300915, 0.219586
1962, 19.620000, -0.081213, 0.300811, 0.219597
1963, 19.630000, -0.081097, 0.300705, 0.219608
1964, 19.640000, -0.080981, 0.300600, 0.219620
1965, 19.650000, -0.080864, 0.300495, 0.219631
1966, 19.660000, -0.080747, 0.300389, 0.219642
1967, 19.670000, -0.080630, 0.300283, 0.219653
1968, 19.680000, -0.080513, 0.300177, 0.219664
1969, 19.690000, -0.080396, 0.300071, 0.219676
1970, 19.700000, -0.080278, 0.299965, 0.219687
1971, 19.710000, -0.080161, 0.299859, 0.219698
1972, 19.720000, -0.080043, 0.299752, 0.219710
1973, 19.730000, -0.079925, 0.299646, 0.219721
1974, 19.740000, -0.079806, 0.299539, 0.219732
1975, 19.750000, -0.079688, 0.299432, 0.219744
1976, 19.760000, -0.079570, 0.299325, 0.219755
1977, 19.770000, -0.079451, 0.299217, 0.219767
1978, 19.780000, -0.079332, 0.299110, 0.219778
1979, 19.790000, -0.079213, 0.299002, 0.219789
1980, 19.800000, -0.079094, 0.298895, 0.219801
1981, 19.810000, -0.078974, 0.298787, 0.219813
1982, 19.820000, -0.078855, 0.298679, 0.219824
1983, 19.830000, -0.078735, 0.298571, 0.219836
1984, 19.840000, -0.078615, 0.298463, 0.219847
1985, 19.850000, -0.078495, 0.298354, 0.219859
1986, 19.860000, -0.078375, 0.298246, 0.219870
1987, 19.870000, -0.078255, 0.298137, 0.219882
1988, 19.880000, -0.078134, 0.298028, 0.219894
1989, 19.890000, -0.078014, 0.297919, 0.219906
1990, 19.900000, -0.077893, 0.297810, 0.219917
1991, 19.910000, -0.077772, 0.297701, 0.219929
1992, 19.920000, -0.077651, 0.297592, 0.219941
1993, 19.930000, -0.077530, 0.297483, 0.219953
1994, 19.940000, -0.077409, 0.297373, 0.219964
1995, 19.950000, -0.077287, 0.297264, 0.219976
1996, 19.960000, -0.077166, 0.297154, 0.219988
1997, 19.970000, -0.077044, 0.297044, 0.220000
1998, 19.980000, -0.076922, 0.296934, 0.220012
1999, 19.990000, -0.076800, 0.296824, 0.220024
2000, 20.000000, -0.076678, 0.296714, 0.220036
2001, 20.010000, -0.076556, 0.296604, 0.220048
2002, 20.020000, -0.076434, 0.296493, 0.220060
2003, 20.030000, -0.076312, 0.296383, 0.220072
2004, 20.040000, -0.076189, 0.296273, 0.220084
2005, 20.050000, -0.076066, 0.296162, 0.220096
2006, 20.060000, -0.075944, 0.296051, 0.220108
2007, 20.070000, -0.075821, 0.295940, 0.220120
2008, 20.080000, -0.075698, 0.295829, 0.220132
2009, 20.090000, -0.075575, 0.295718, 0.220144
2010, 20.100000, -0.075451, 0.295607, 0.220156
2011, 20.110000, -0.075328, 0.295496, 0.220168
2012, 20.120000, -0.075205, 0.295385, 0.220180
2013, 20.130000, -0.075081, 0.295274, 0.220192
2014, 20.140000, -0.074958, 0.295162, 0.220204
2015, 20.150000, -0.074834, 0.295051, 0.220217
2016, 20.160000, -0.074710, 0.294939, 0.220229
2017, 20.170000, -0.074586, 0.294827, 0.220241
2018, 20.180000, -0.074462, 0.294716, 0.220253
2019, 20.190000, -0.074338, 0.294604, 0.220266
2020, 20.200000, -0.074214, 0.294492, 0.220278
2021, 20.210000, -0.074090, 0.294380, 0.220290
2022, 20.220000, -0.073966, 0.294268, 0.220302
2023, 20.230000, -0.073841, 0.294156, 0.220315
2024, 20.240000, -0.073717, 0.294044, 0.220327
2025, 20.250000, -0.073592, 0.293932, 0.220339
2026, 20.260000, -0.073468, 0.293819, 0.220352
2027, 20.270000, -0.073343, 0.293707, 0.220364
2028, 20.280000, -0.073218, 0.293595, 0.220376
2029, 20.290000, -0.073093, 0.293482, 0.220389
2030, 20.300000, -0.072968, 0.293370, 0.220401
2031, 20.310000, -0.072843, 0.293257, 0.220414
2032, 20.320000, -0.072718, 0.293144, 0.220426
2033, 20.330000, -0.072593, 0.293032, 0.220439
2034, 20.340000, -0.072468, 0.292919, 0.220451
2035, 20.350000, -0.072343, 0.292806, 0.220464
2036, 20.360000, -0.072218, 0.292694, 0.220476
2037, 20.370000, -0.072092, 0.292581, 0.220489
2038, 20.380000, -0.071967, 0.292468, 0.220501
2039, 20.390000, -0.071841, 0.292355, 0.220514
2040, 20.400000, -0.071716, 0.292242, 0.220526
2041, 20.410000, -0.071590, 0.292129, 0.220539
2042, 20.420000, -0.071465, 0.292016, 0.220551
2043, 20.430000, -0.071339, 0.291903, 0.220564
2044, 20.440000, -0.071214, 0.291790, 0.220576
2045, 20.450000, -0.071088, 0.291677, 0.220589
2046, 20.460000, -0.070962, 0.291564, 0.220602
2047, 20.470000, -0.070836, 0.291451, 0.220614
2048, 20.480000, -0.070710, 0.291337, 0.220627
2049, 20.490000, -0.070585, 0.291224, 0.220640
2050, 20.500000, -0.070459, 0.291111, 0.220652
2051, 20.510000, -0.070333, 0.290998, 0.220665
2052, 20.520000, -0.070207, 0.290884, 0.220677
2053, 20.530000, -0.070081, 0.290771, 0.220690
2054, 20.540000, -0.069955, 0.290658, 0.220703
2055, 20.550000, -0.069829, 0.290545, 0.220716
2056, 20.560000, -0.069703, 0.290431, 0.220728
2057, 20.570000, -0.069577, 0.290318, 0.220741
2058, 20.580000, -0.069451, 0.290205, 0.220754
2059, 20.590000, -0.069325, 0.290091, 0.220766
2060, 20.600000, -0.069199, 0.289978, 0.220779
2061, 20.610000, -0.069073, 0.289865, 0.220792
2062, 20.620000, -0.068947, 0.289751, 0.220805
2063, 20.630000, -0.068821, 0.289638, 0.220817
2064, 20.640000, -0.068695, 0.289525, 0.220830
2065, 20.650000, -0.068569, 0.289412, 0.220843
2066, 20.660000, -0.068442, 0.289298, 0.220856
2067, 20.670000, -0.068316, 0.289185, 0.220869
2068, 20.680000, -0.068190, 0.289072, 0.220881
2069, 20.690000, -0.068064, 0.288958, 0.220894
2070, 20.700000, -0.067938, 0.288845, 0.220907
2071, 20.710000, -0.067812, 0.288732, 0.220920
2072, 20.720000, -0.067686, 0.288619, 0.220933
2073, 20.730000, -0.067560, 0.288506, 0.220946
2074, 20.740000, -0.067434, 0.288392, 0.220958
2075, 20.750000, -0.067308, 0.288279, 0.220971
2076, 20.760000, -0.067182, 0.288166, 0.220984
2077, 20.770000, -0.067056, 0.288053, 0.220997
2078, 20.780000, -0.066930, 0.287940, 0.221010
2079, 20.790000, -0.066804, 0.287827, 0.221023
2080, 20.800000, -0.066678, 0.287714, 0.221036
2081, 20.810000, -0.066553, 0.287601, 0.221049
2082, 20.820000, -0.066427, 0.287488, 0.221061
2083, 20.830000, -0.066301, 0.287375, 0.221074
2084, 20.840000, -0.066175, 0.287263, 0.221087
2085, 20.850000, -0.066050, 0.287150, 0.221100
2086, 20.860000, -0.065924, 0.287037, 0.221113
2087, 20.870000, -0.065798, 0.286924, 0.221126
2088, 20.880000, -0.065673, 0.286812, 0.221139
2089, 20.890000, -0.065547, 0.286699, 0.221152
2090, 20.900000, -0.065422, 0.286586, 0.221165
2091, 20.910000, -0.065296, 0.286474, 0.221178
2092, 20.920000, -0.065171, 0.286362, 0.221191
2093, 20.930000, -0.065046, 0.286249, 0.221204
2094, 20.940000, -0.064920, 0.286137, 0.221217
2095, 20.950000, -0.064795, 0.286024, 0.221229
2096, 20.960000, -0.064670, 0.285912, 0.221242
2097, 20.970000, -0.064545, 0.285800, 0.221255
2098, 20.980000, -0.064420, 0.285688, 0.221268
2099, 20.990000, -0.064295, 0.285576, 0.221281
2100, 21.000000, -0.064170, 0.285464, 0.221294
2101, 21.010000, -0.064045, 0.285352, 0.221307
